PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,ThemeList
19HnX,3q1r2/7k/4R1p1/2p2P2/1pBp3b/8/PP5Q/1K6 b - - 0 37,f8f5 c4d3 c5c4 d3f5,2031,77,92,2956,crushing endgame master short,https://lichess.org/LCKj5sdK/black#74,,"['crushing', 'endgame', 'master', 'short']"
363TX,8/K3kp2/8/1pp4N/4PP2/P1n5/7P/8 w - - 0 43,a7b6 b5b4 a3b4 c5b4 b6c5 b4b3,1550,77,90,568,crushing endgame knightEndgame long,https://lichess.org/BcuSsd3f#85,,"['crushing', 'endgame', 'knightEndgame', 'long']"
1075V,8/6k1/4ppp1/2p3P1/5P2/3KP3/8/8 b - - 1 49,f6g5 f4g5 g7f8 d3c4 f8e8 c4c5 e8e7 c5c6,1466,160,76,20,crushing defensiveMove endgame pawnEndgame veryLong,https://lichess.org/zgJmLwvl/black#98,,"['crushing', 'defensiveMove', 'endgame', 'pawnEndgame', 'veryLong']"
4oetp,r7/2k2p1p/p2q1p2/N2b4/3Q4/6r1/PPP4P/3RR1K1 w - - 0 25,h2g3 d6g3 g1f1 g3g2,1028,93,93,1007,mate mateIn2 middlegame short,https://lichess.org/CzINLrXI#49,,"['mate', 'mateIn2', 'middlegame', 'short']"
5I1ti,r2qkb1r/pppnpppp/5n2/1N1p4/3P1Bb1/5N2/PPP1PPPP/R2QKB1R b KQkq - 7 5,g4f3 b5c7 d8c7 f4c7,1453,76,82,294,advantage fork opening short,https://lichess.org/fck0nrYg/black#10,Queens_Pawn_Game Queens_Pawn_Game_Anti-Torre,"['advantage', 'fork', 'opening', 'short']"
0tFmZ,6k1/5ppp/b3p3/p3P3/4rP2/4B1P1/1KP4P/7R w - - 0 28,e3b6 e4b4 b2a3 b4b6,1020,148,0,12,advantage endgame fork short,https://lichess.org/tlYI9gc6#55,,"['advantage', 'endgame', 'fork', 'short']"
49jeU,6k1/p2Q1p1p/1p3Kp1/7q/3P1P2/4P3/8/8 b - - 2 37,h5f5 d7f5 g6f5 f6e7 g8g7 d4d5,2011,78,92,1915,crushing defensiveMove endgame long queenEndgame,https://lichess.org/TwGqFNhE/black#74,,"['crushing', 'defensiveMove', 'endgame', 'long', 'queenEndgame']"
3kOx1,6k1/5pp1/3p3p/8/1q1PPn2/4NP2/2Q3PP/6K1 w - - 0 30,d4d5 b4e1 e3f1 f4e2 c2e2 e1e2,1037,88,92,537,crushing endgame fork long,https://lichess.org/RN7BrU8X#59,,"['crushing', 'endgame', 'fork', 'long']"
0xiBb,4r3/pp3pkp/1n4p1/8/3b1q2/1B4N1/PP2QP1P/4R1K1 w - - 7 25,e2e8 f4f2 g1h1 f2f3,1432,76,96,18980,mate mateIn2 middlegame short,https://lichess.org/qbWjoRYY#49,,"['mate', 'mateIn2', 'middlegame', 'short']"
2mnwU,r4rk1/5ppp/pq2p3/1b2P3/P2pN1Pb/1Q6/1P3P1P/1RB2RK1 b - - 0 21,b6b7 e4d6 b7d7 a4b5,1866,75,91,1981,crushing middlegame short,https://lichess.org/G9g8KGyI/black#42,,"['crushing', 'middlegame', 'short']"
4LHgv,8/5p1k/6pq/3p4/3P2P1/4PPQp/R4K1P/7r w - - 15 51,e3e4 h6c1 g3h3 h7g7,1690,75,86,64,crushing defensiveMove endgame quietMove short,https://lichess.org/4QPgIDMp#101,,"['crushing', 'defensiveMove', 'endgame', 'quietMove', 'short']"
53vUC,3q3r/p1r2pbk/1p3npp/2p5/2Np1Q2/5BP1/PPP1RP1P/4R1K1 b - - 6 20,f6d5 f3d5 d8d5 f4c7,1544,76,93,1150,advantage capturingDefender middlegame short,https://lichess.org/mvMopnBb/black#40,,"['advantage', 'capturingDefender', 'middlegame', 'short']"
1czKI,r1r3k1/4qppp/2R1p1b1/pN1p4/P2Q4/5P2/1P4PP/2R3K1 b - - 3 25,f7f6 c6c8 a8c8 c1c8,830,80,89,57,crushing middlegame short,https://lichess.org/1BYU2woV/black#50,,"['crushing', 'middlegame', 'short']"
4zaNl,r6r/1pR2ppp/3p1k2/3qp1b1/3B4/8/P1Q2PPP/1R4K1 b - - 1 26,a8a2 d4e5 d5e5 c2a2,1976,77,92,480,advantage deflection middlegame short,https://lichess.org/3x3ONn5h/black#52,,"['advantage', 'deflection', 'middlegame', 'short']"
1Eh7h,2r2k2/1b5p/1pqb2p1/2pR1p2/PpP5/4Q2P/2B3P1/4R2K b - - 1 33,c8e8 e3e8 c6e8 e1e8 f8e8 d5d6,2030,77,92,893,advantage exposedKing long middlegame,https://lichess.org/3G0FXJ5c/black#66,,"['advantage', 'exposedKing', 'long', 'middlegame']"
0s7ZG,6rk/4rp1p/1pN3pB/8/1p2nQ2/2n4P/P5PK/8 b - - 3 39,e7b7 f4e5 f7f6 e5e6,2286,103,62,24,advantage middlegame short,https://lichess.org/Dy37mag5/black#78,,"['advantage', 'middlegame', 'short']"
3xJNh,3b1rk1/p2R1pp1/4r2p/2p1Q3/4N3/1P6/P1q2PPP/3R2K1 w - - 1 29,e5c5 c2e4 c5f8 g8f8,1901,93,86,46,crushing hangingPiece middlegame short,https://lichess.org/HiNEPuYF#57,,"['crushing', 'hangingPiece', 'middlegame', 'short']"
2OPhP,r2k1b2/ppp3p1/3p4/3QPqp1/8/1BP4r/PP2b1PP/RNB3KR w - - 5 16,e5d6 f5f1,949,77,99,1887,mate mateIn1 middlegame oneMove,https://lichess.org/m23Fkdn4#31,Italian_Game Italian_Game_Other_variations,"['mate', 'mateIn1', 'middlegame', 'oneMove']"
2maqr,1k5q/1p4p1/pPp3p1/2Pp1p2/P4P2/2Q1PBP1/7r/4K3 b - - 6 41,h8h3 c3e5 b8c8 e5e8,948,97,95,2536,endgame mate mateIn2 queensideAttack short,https://lichess.org/MvDPZP6B/black#82,,"['endgame', 'mate', 'mateIn2', 'queensideAttack', 'short']"
4HsXX,4r3/7p/R3b1p1/4B3/5Pk1/2P3np/1P5K/3B4 b - - 1 41,g4h4 e5f6 g6g5 f6g5,1116,87,100,50,endgame mate mateIn2 short,https://lichess.org/OqohYSox/black#82,,"['endgame', 'mate', 'mateIn2', 'short']"
0L1ky,r5k1/1b3ppp/p7/3p4/3QnB1q/1B6/PPP3PP/4R2K w - - 3 21,e1f1 e4g3 f4g3 h4d4,1237,79,91,655,crushing discoveredAttack middlegame pin short,https://lichess.org/Mr0XCr9b#41,,"['crushing', 'discoveredAttack', 'middlegame', 'pin', 'short']"
3DHab,2r2rk1/1bp2ppp/1p2p3/pP1q4/PnRP3n/4PN2/3NBPPP/1Q3RK1 b - - 10 19,h4f3 e2f3 d5c4 d2c4,1240,79,93,2603,crushing middlegame short,https://lichess.org/kkpi6YYA/black#38,Horwitz_Defense Horwitz_Defense_Other_variations,"['crushing', 'middlegame', 'short']"
3Rjvb,r4rk1/1p3ppp/1Bnp2q1/8/3PPnb1/2P2N2/PP4PP/R2QRBK1 w - - 9 19,e4e5 f4h3 g2h3 g4f3,1791,74,89,993,crushing deflection discoveredAttack discoveredCheck kingsideAttack middlegame short,https://lichess.org/kH93WU1P#37,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit,"['crushing', 'deflection', 'discoveredAttack', 'discoveredCheck', 'kingsideAttack', 'middlegame', 'short']"
2zg1A,1k1r3r/1pp2pp1/2qp4/8/R6p/4PN2/1P2Q3/3RK3 w - - 5 33,a4h4 h8h4 f3h4 c6h1 e2f1 h1h4,1190,77,72,87,advantage exposedKing fork long middlegame,https://lichess.org/ld2llzLa#65,,"['advantage', 'exposedKing', 'fork', 'long', 'middlegame']"
0knNn,r2qk2r/5ppp/p3p1P1/2bpN3/6P1/P1n2Q2/1PP2P2/R1B2RK1 b kq - 0 18,h7g6 f3f7,504,97,97,434,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/m7W9qhyU/black#36,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation,"['attackingF2F7', 'mate', 'mateIn1', 'middlegame', 'oneMove']"
2qnKi,8/8/pkb5/2p1Np1p/1PP1pP1P/PK6/8/8 w - - 2 40,a3a4 c5b4 b3b4 a6a5,2199,79,91,202,attraction crushing endgame short,https://lichess.org/sc3Ejz0V#79,,"['attraction', 'crushing', 'endgame', 'short']"
1Eohj,k7/ppp5/8/2N3q1/3P4/8/P4R2/5K2 b - - 2 37,b7b6 f2f8 g5d8 f8d8,562,104,84,312,endgame mate mateIn2 short,https://lichess.org/MobkMrOu/black#74,,"['endgame', 'mate', 'mateIn2', 'short']"
4rf0L,r4rk1/ppp2ppp/8/3pb3/4b1Pq/2P1BB1P/PP3PK1/R2Q1R2 b - - 4 16,f7f5 f3e4 d5e4 d1d5 f8f7 d5e5,1298,78,93,1211,advantage fork long middlegame,https://lichess.org/LHpfVaXm/black#32,Scandinavian_Defense Scandinavian_Defense_Modern_Variation,"['advantage', 'fork', 'long', 'middlegame']"
2bkGn,2b2r2/Q1pn2bk/1p1p4/3PpP2/1PP2n2/2N1B3/3N1KqP/3B1R2 w - - 3 24,f2e1 f4d3,1072,80,93,801,cornerMate master mate mateIn1 middlegame oneMove,https://lichess.org/mufiUWGA#47,,"['cornerMate', 'master', 'mate', 'mateIn1', 'middlegame', 'oneMove']"
2P0P9,2b1k1n1/1p2pp2/n1p3pb/q6p/4P3/1PpP1P2/1BKNQP1P/3R2R1 w - - 0 18,b2c3 a5a2 c3b2 a6b4 c2c3 h6g7,1537,76,87,815,advantage long middlegame,https://lichess.org/RZjAcgvp#35,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Other_variations,"['advantage', 'long', 'middlegame']"
06SrQ,r4rk1/4qpp1/7p/np1pPQ2/p1pP4/P1P5/1PB3PP/5RK1 b - - 0 23,e7g5 f5h7,1125,184,87,10,mate mateIn1 middlegame oneMove,https://lichess.org/ZNrvAUSV/black#46,,"['mate', 'mateIn1', 'middlegame', 'oneMove']"
3Wxo7,4r1k1/ppp2ppp/8/2b1Nq2/3r1B2/P7/1PP1Q1PP/R4R1K w - - 0 19,c2c3 d4f4 f1f4 f5f4,1112,77,96,1117,crushing middlegame short,https://lichess.org/HKyMsnoI#37,Scotch_Game Scotch_Game_Other_variations,"['crushing', 'middlegame', 'short']"
34WJm,2q1r1k1/3b1p2/6pp/1p1PQ1b1/8/2P3NP/1PB3P1/R5K1 w - - 1 28,e5d4 g5e3 d4e3 e8e3,1311,352,43,4,crushing fork middlegame short,https://lichess.org/jZx0cuD7#55,,"['crushing', 'fork', 'middlegame', 'short']"
4qD0u,r2q1rnk/pb3ppp/8/3p4/4p1Q1/PBB5/1PP2PPP/R4RK1 b - - 3 16,f7f5 g4g7,923,84,89,163,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/GkLLe4NC/black#32,Sicilian_Defense Sicilian_Defense_Lowenthal_Variation,"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']"
2pPxR,3r3k/6bp/8/6R1/8/7P/P1P1p3/1K2R3 w - - 2 35,g5g1 d8b8 b1c1 g7h6 g1g5 h6g5,1761,76,88,370,endgame long mate mateIn3,https://lichess.org/rVuZGlvH#69,,"['endgame', 'long', 'mate', 'mateIn3']"
46qLj,5n2/8/2p4P/p1N3P1/1p6/5P2/k7/6K1 w - - 0 39,h6h7 f8h7 g5g6 h7f6,1184,83,95,336,crushing defensiveMove endgame knightEndgame short,https://lichess.org/PcSjWBcy#77,,"['crushing', 'defensiveMove', 'endgame', 'knightEndgame', 'short']"
1Yddf,3r1r1k/1b3ppB/2q1p3/p1p1N3/1pP2PQ1/1Pn1P3/P5PP/5RK1 b - - 4 28,f7f5 e5g6 h8h7 g4h5 h7g8 g6e7,2242,80,94,11037,fork long mate mateIn3 middlegame sacrifice,https://lichess.org/elKGnIQw/black#56,,"['fork', 'long', 'mate', 'mateIn3', 'middlegame', 'sacrifice']"
0V9r5,7b/Q2BBp1k/1p2P1p1/7p/8/8/P4RPP/3q2K1 w - - 1 25,f2f1 h8d4 g1h1 d1f1,1186,81,93,702,deflection endgame mate mateIn2 pin short,https://lichess.org/9vVodb7T#49,,"['deflection', 'endgame', 'mate', 'mateIn2', 'pin', 'short']"
3q0eV,6k1/p2q2p1/8/1p1N2P1/3Q4/P2p4/BPK5/5r2 w - - 0 30,c2d3 f1d1 d3c3 d1d4,1305,97,85,57,advantage endgame short skewer,https://lichess.org/0OhTphcD#59,,"['advantage', 'endgame', 'short', 'skewer']"
4dxcC,8/pK6/1p1p4/3Pk3/P7/8/8/8 b - - 5 52,a7a5 b7c6 e5e4 c6d6 b6b5 a4b5,1930,74,97,1840,advantage endgame long pawnEndgame zugzwang,https://lichess.org/t2k2KwBw/black#104,,"['advantage', 'endgame', 'long', 'pawnEndgame', 'zugzwang']"
4ItO3,R7/2p2p1k/1b3p2/4pN2/4P1P1/2P5/1r1r1P2/5RK1 w - - 3 30,a8f8 b6f2 f1f2 d2f2,1529,76,82,138,crushing endgame master short,https://lichess.org/bxTXijxe#59,,"['crushing', 'endgame', 'master', 'short']"
3be6G,1r3k1Q/p4pb1/5Pp1/q3P3/2p5/1br5/1P4P1/1K5R b - - 3 34,g7h8 h1h8,412,110,93,540,endgame mate mateIn1 oneMove,https://lichess.org/A8t37Y6q/black#68,,"['endgame', 'mate', 'mateIn1', 'oneMove']"
3ww4P,r4R1k/pbp3pp/8/2p5/2B5/2P5/PP1r2PP/5RK1 b - - 1 19,a8f8 f1f8,658,105,47,35,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/GQKa6gae/black#38,,"['backRankMate', 'endgame', 'mate', 'mateIn1', 'oneMove']"
4zWoK,3r2k1/p4p2/5q2/2b3p1/4Q2p/2P3BP/PP3PP1/5RK1 w - - 0 22,g3h2 f6f2 f1f2 d8d1 e4e1 d1e1,1619,75,96,5319,endgame long mate mateIn3 pin sacrifice,https://lichess.org/fQ3Lv6Y5#43,,"['endgame', 'long', 'mate', 'mateIn3', 'pin', 'sacrifice']"
3G3Tr,2k1r3/p1p3pp/1p2q3/8/2P5/5Q2/P5PP/5R1K b - - 2 25,e6c4 f3a8 c8d7 f1d1 d7e7 d1e1,1503,97,100,88,crushing endgame long,https://lichess.org/P1DtvY5D/black#50,,"['crushing', 'endgame', 'long']"
1Bg3q,1R2r1k1/5pp1/p2Q3p/P3p3/8/8/1R2K2q/8 w - - 0 40,e2d3 e5e4 d3c4 h2d6 b8e8 g8h7,1367,76,96,14554,advantage discoveredAttack endgame long,https://lichess.org/f9voHG5q#79,,"['advantage', 'discoveredAttack', 'endgame', 'long']"
1fPHv,1nkr1b2/pppq1p2/5p2/1P2p3/P1Pp3r/3P2Pb/3NPPBP/R2Q1RK1 w - - 0 16,g3h4 d7g4 e2e3 g4g2,1532,76,92,2652,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/2QIHeg8C#31,Hungarian_Opening Hungarian_Opening_Other_variations,"['kingsideAttack', 'mate', 'mateIn2', 'middlegame', 'short']"
3rdSX,r2q2r1/ppp1kp2/2np1n2/2bNp1QP/2P1P3/5N2/PPP2PP1/2KR3R b - - 2 16,e7e6 g5f5,1711,84,77,163,mate mateIn1 middlegame oneMove,https://lichess.org/AbIN3Puy/black#32,Italian_Game Italian_Game_Giuoco_Pianissimo,"['mate', 'mateIn1', 'middlegame', 'oneMove']"
3watt,2q3k1/p3b1pp/2p2r1r/1p6/3PPp2/5N1P/PP2QPK1/R6R w - - 5 28,a2a4 f6g6 g2f1 h6h3,1529,75,76,304,advantage deflection master middlegame short,https://lichess.org/jjv0WzDN#55,,"['advantage', 'deflection', 'master', 'middlegame', 'short']"
0nPyE,5kr1/2R2p2/p3Pp2/7p/5b1P/4r2B/1PP1Q2K/3R4 w - - 1 29,h2h1 e3h3 e2h2 h3h2,1395,75,99,1101,hangingPiece mate mateIn2 middlegame operaMate short,https://lichess.org/vfHUFQEx#57,,"['hangingPiece', 'mate', 'mateIn2', 'middlegame', 'operaMate', 'short']"
17fjY,r3rk2/p4p2/1pn4Q/3p4/1P1P4/Pq2P1PB/7P/R5K1 b - - 3 26,f8e7 a1f1 c6d8 f1c1 d8e6 h3e6,2037,157,88,31,advantage long middlegame quietMove,https://lichess.org/dr0g6gmo/black#52,,"['advantage', 'long', 'middlegame', 'quietMove']"
1bSK2,r1bq1r1k/bpp1np1n/p2p1N1Q/8/P1BPP3/5N1P/1P3PP1/R4RK1 b - - 2 17,e7f5 h6h7,809,78,87,225,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/bKFQ4GCk/black#34,Italian_Game Italian_Game_Giuoco_Piano,"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']"
23THw,r3r1k1/2q1nppp/2p5/2B2P2/PP2Q3/5N2/6PP/b3R1K1 b - - 0 23,e7d5 e4e8 a8e8 e1e8,467,94,100,228,backRankMate mate mateIn2 middlegame short,https://lichess.org/IYM755in/black#46,,"['backRankMate', 'mate', 'mateIn2', 'middlegame', 'short']"
08TFw,4r3/q4pkp/3Rn1p1/1p1Q4/p3rP2/2N4P/PP4P1/3R3K b - - 1 33,e4f4 d5e5 g7h6 d6e6 e8e6 e5f4,1558,75,94,1718,advantage capturingDefender long middlegame,https://lichess.org/dfmjDC1q/black#66,,"['advantage', 'capturingDefender', 'long', 'middlegame']"
4swrj,8/p4kpp/1p3p2/3p4/1Q1P1B2/P3PP1P/3n1qPK/8 w - - 5 31,b4d6 d2f3 h2h1 f2f1,1350,76,99,4214,endgame mate mateIn2 pin short,https://lichess.org/kB8t57sH#61,,"['endgame', 'mate', 'mateIn2', 'pin', 'short']"
4Uey3,2q5/7k/pNP1p2p/3PBbp1/p7/6R1/1P5P/4K3 b - - 3 51,c8d8 c6c7 d8d5 b6d5,1824,74,98,1466,advancedPawn crushing endgame short,https://lichess.org/JY4WkOnj/black#102,,"['advancedPawn', 'crushing', 'endgame', 'short']"
5Hemq,r2q1rk1/1pp2p2/p1n1b3/3pp1bQ/8/1BPP1P2/PP4P1/RN2K2R b KQ - 0 17,g5h4 h1h4 d8h4 h5h4,1191,83,93,1358,crushing middlegame short,https://lichess.org/iPl22Ea9/black#34,Ponziani_Opening Ponziani_Opening_Neumann_Gambit,"['crushing', 'middlegame', 'short']"
3osa3,4Q3/3B2pk/1p2p2q/1Pp2pp1/2P5/4b2P/3r2P1/5R1K b - - 7 34,g5g4 d7e6 h6e6 e8e6,1552,75,95,1090,crushing endgame master short,https://lichess.org/7hgkdmH6/black#68,,"['crushing', 'endgame', 'master', 'short']"
3DHhm,3r4/2p2pk1/pp2p1p1/4P2p/2P4q/2P2Q2/P4PPP/5RK1 b - - 2 26,h4c4 f3f6 g7h7 f6d8,1311,76,69,127,crushing endgame fork short,https://lichess.org/5fEhS89e/black#52,,"['crushing', 'endgame', 'fork', 'short']"
4AC0I,8/8/b2k2p1/3B2P1/1p2Pr2/1P2n3/2P3Q1/2K5 w - - 1 39,g2d2 f4f1 c1b2 e3d1 d2d1 f1d1,1652,88,79,34,crushing endgame long,https://lichess.org/Bac1ctz3#77,,"['crushing', 'endgame', 'long']"
1NR1J,6r1/kp6/p6p/2pP1Q2/4NN1P/5P1K/PP5R/1q6 w - - 0 43,e4c5 b1f5,1341,161,63,39,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/UKK1ykqz#85,,"['endgame', 'hangingPiece', 'mate', 'mateIn1', 'oneMove']"
3q1bI,8/6pk/4p2p/4Q3/2P1P1P1/3P1P1q/4rb1P/5RK1 w - - 0 34,f1f2 e2e1 f2f1 h3f1,951,94,95,3130,endgame mate mateIn2 short,https://lichess.org/q70Wsm5H#67,,"['endgame', 'mate', 'mateIn2', 'short']"
3ySFp,1b1rr1k1/2q2pP1/7p/pP1pn3/8/2P2N1P/1PBQ1PP1/R3B1K1 w - - 1 30,d2h6 e5f3 g2f3 c7h2 g1f1 h2h1,1272,78,91,262,clearance kingsideAttack long mate mateIn3 middlegame,https://lichess.org/3xOeBNMY#59,,"['clearance', 'kingsideAttack', 'long', 'mate', 'mateIn3', 'middlegame']"
02IJi,3r2k1/p6p/1p1q2p1/3P1p2/8/3Q2PP/P4P2/4R1K1 b - - 1 28,d6d5 e1e8 d8e8 d3d5,1069,80,95,4346,advantage deflection endgame short,https://lichess.org/rjVWNywA/black#56,,"['advantage', 'deflection', 'endgame', 'short']"
2sTlk,8/8/3p4/4p3/3r4/4K3/R7/4k3 b - - 5 75,d4d1 a2h2 e1f1 h2h1 f1g2 h1d1,1881,83,83,63,crushing endgame long quietMove rookEndgame skewer,https://lichess.org/qyCDZI3z/black#150,,"['crushing', 'endgame', 'long', 'quietMove', 'rookEndgame', 'skewer']"
2Oc8I,R7/5p2/5kp1/4r3/8/5PK1/8/8 b - - 2 48,f6g5 f3f4 g5f5 f4e5,815,81,68,66,crushing endgame fork rookEndgame short,https://lichess.org/b5dVY4YT/black#96,,"['crushing', 'endgame', 'fork', 'rookEndgame', 'short']"
0Yc3s,r4rk1/1pp2ppp/1p6/4p2n/2B1P2q/3PBP1P/PP4Q1/5KR1 b - - 4 18,g7g6 e3g5 h4g3 g2g3 h5g3 g1g3,1747,75,93,1628,advantage long middlegame,https://lichess.org/RBFFPXMc/black#36,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense,"['advantage', 'long', 'middlegame']"
1pg7D,4r1k1/pr1qpp1p/3p2p1/2pN4/2PnPP2/1PQ4P/P5P1/3RR1K1 w - - 3 31,e1f1 d4e2 g1h2 e2c3,832,105,95,2073,crushing fork middlegame short,https://lichess.org/m3Knh3zW#61,,"['crushing', 'fork', 'middlegame', 'short']"
3cr6O,3r2k1/p5p1/5q2/4p3/2Qn1pB1/P2P4/1P3r2/1K5R b - - 1 32,g8f8 h1h8 f8e7 c4c7 d8d7 c7d7,1400,79,92,646,long mate mateIn3 middlegame,https://lichess.org/8Y2Q3NlU/black#64,,"['long', 'mate', 'mateIn3', 'middlegame']"
1R3b7,4r1k1/2R2ppp/2p3b1/1p6/1B4P1/5P2/PP5P/7K b - - 1 24,e8e2 c7c8 e2e8 c8e8,534,101,79,306,backRankMate endgame mate mateIn2 short,https://lichess.org/T8QFkuGI/black#48,,"['backRankMate', 'endgame', 'mate', 'mateIn2', 'short']"
1EWlj,1k4r1/ppp5/3pQ3/4n1rb/4P2q/2PP2R1/PP4R1/5NK1 b - - 4 27,g5g3 e6g8 g3g8 g2g8 h5e8 g8e8 h4d8 e8d8,1585,78,91,6661,backRankMate mate mateIn4 middlegame veryLong xRayAttack,https://lichess.org/zg1dzmOE/black#54,,"['backRankMate', 'mate', 'mateIn4', 'middlegame', 'veryLong', 'xRayAttack']"
4Pukb,1k6/5p1p/Q7/KpB5/8/1P3b2/P1qp4/3R4 w - - 0 34,a5b6 c2g6 b6a5 g6a6 a5a6 f3d1,1362,75,98,6753,advantage endgame long,https://lichess.org/TfIXvYIC#67,,"['advantage', 'endgame', 'long']"
0sc64,r1bqr2k/pp3Qbp/1n1p2p1/2p3N1/P1B5/N1P5/1P3PPP/R4RK1 b - - 0 17,e8f8 f7g8 f8g8 g5f7,1399,94,56,329,kingsideAttack mate mateIn2 middlegame sacrifice short smotheredMate,https://lichess.org/UvpifZoA/black#34,Philidor_Defense Philidor_Defense_Exchange_Variation,"['kingsideAttack', 'mate', 'mateIn2', 'middlegame', 'sacrifice', 'short', 'smotheredMate']"
4irZQ,3k1r2/1p6/1n1P1q1p/QN4p1/P3p3/1P2b3/6PP/R4RK1 w - - 1 32,g1h1 f6f1 a1f1 f8f1,510,100,91,447,backRankMate mate mateIn2 middlegame short,https://lichess.org/smD5x9oj#63,,"['backRankMate', 'mate', 'mateIn2', 'middlegame', 'short']"
4bMxt,2rq1rk1/1b2bppp/p3pN2/1p2N3/2pP4/3Q3R/PPP2PPP/R5K1 b - - 1 20,e7f6 d3h7,784,110,96,1629,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/DK270A8Q/black#40,,"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']"
2e3Om,1r2k3/1p1b1p1p/pN2pbp1/8/1P6/P5P1/5PBP/3R2K1 b - - 2 29,d7c6 g2c6 b7c6 b6d7 b8b5 d7f6,1364,77,90,1237,crushing endgame fork long,https://lichess.org/gWLY2kZG/black#58,,"['crushing', 'endgame', 'fork', 'long']"
2uN9o,1Q6/1p3p2/3kbBp1/q1p3P1/2p5/2P5/2PK1PP1/8 b - - 1 38,a5c7 f6e5 d6e5 b8c7,1325,174,0,7,attraction crushing deflection endgame short,https://lichess.org/j58h0hn4/black#76,,"['attraction', 'crushing', 'deflection', 'endgame', 'short']"
2jTP0,r4rk1/3n1ppp/p1b1p3/2qp4/8/P3RB2/2P1NPPP/1R1Q2K1 b - - 3 22,d7f6 e3c3 c5a5 c3c6,1448,90,89,29,advantage middlegame short skewer,https://lichess.org/DAUIuu9S/black#44,,"['advantage', 'middlegame', 'short', 'skewer']"
1qnhQ,rnbq3r/2p2kp1/p2P3p/1pb5/6n1/2N2N2/PPP2PPP/R1BQ1RK1 b - - 0 11,c7d6 d1d5 c8e6 d5a8,1236,80,93,15207,advantage fork opening short,https://lichess.org/jLicHHWG/black#22,Vienna_Game Vienna_Game_Stanley_Variation,"['advantage', 'fork', 'opening', 'short']"
0po4o,8/2P3p1/2r3kp/8/2n2B2/5P2/3pK2P/1R6 w - - 5 43,b1b8 c6e6 e2f2 d2d1q,1114,87,92,416,advancedPawn advantage deflection endgame master promotion short,https://lichess.org/4Kv5s8mf#85,,"['advancedPawn', 'advantage', 'deflection', 'endgame', 'master', 'promotion', 'short']"
1r1ci,8/8/7p/1p4p1/4K3/kN4PP/P7/6b1 w - - 5 47,b3d4 g1d4 e4d4 a3a2,1937,80,90,1125,crushing endgame short,https://lichess.org/w5an2RFQ#93,,"['crushing', 'endgame', 'short']"
3yz80,1r3b1r/p1pk1pp1/2p1p1b1/3p2Pp/3P1N1P/q3PP2/1PPRQ3/2K4R w - - 0 19,b2a3 f8a3 c1d1 b8b1,1232,244,25,7,mate mateIn2 middlegame queensideAttack short,https://lichess.org/Qn4vrSMP#37,,"['mate', 'mateIn2', 'middlegame', 'queensideAttack', 'short']"
32BHe,8/8/p6p/1p2kp2/1P6/P2K2PP/8/8 b - - 8 43,f5f4 g3g4 e5d5 h3h4,1727,76,97,4401,crushing defensiveMove endgame pawnEndgame quietMove short,https://lichess.org/5Gb6FHMq/black#86,,"['crushing', 'defensiveMove', 'endgame', 'pawnEndgame', 'quietMove', 'short']"
0CaBD,8/p4k2/5p2/3N1pn1/3P2p1/1P2P1Pq/P4P1P/R4RK1 w - - 1 26,d5f4 g5f3 g1h1 h3h2,1087,77,100,148,endgame mate mateIn2 short,https://lichess.org/9mbTqRYr#51,,"['endgame', 'mate', 'mateIn2', 'short']"
0REn0,8/4N1pk/8/1pPp2p1/P1nK4/6r1/8/7R b - - 3 39,g3h3 h1h3,699,89,71,216,anastasiaMate endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/tr94PW8Z/black#78,,"['anastasiaMate', 'endgame', 'hangingPiece', 'mate', 'mateIn1', 'oneMove']"
0x2wj,3q2k1/ppp3pp/1P2p3/4p3/4P1n1/B4N2/PQ3PPP/6K1 w - - 0 23,h2h3 d8d1 f3e1 d1e1,416,98,100,180,endgame kingsideAttack mate mateIn2 short,https://lichess.org/oF8H6Wia#45,,"['endgame', 'kingsideAttack', 'mate', 'mateIn2', 'short']"
4CmKb,2r3k1/2N3p1/7p/5p2/5n2/P2P3P/1rP2PP1/2R1R1K1 w - - 3 29,e1e8 c8e8 c7e8 f4e2 g1h2 e2c1,926,80,79,607,crushing endgame fork long,https://lichess.org/FIbLuilL#57,,"['crushing', 'endgame', 'fork', 'long']"
