PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,ThemeList
3mK6D,b3r1k1/p4p2/6p1/2Q4p/8/2N4P/PP1q2PK/1R4R1 w - - 8 28,c5b5 d2d6 h2h1 e8e3 c3e4 a8e4,2741,83,80,124,crushing long middlegame,https://lichess.org/KEcWoHkg#55,,"['crushing', 'long', 'middlegame']"
0NZXw,1r1q4/1p2n1bk/p2p2pp/2p1nb2/P1P1B3/2NP2PP/1P1QNB1K/R7 w - - 1 19,e4f5 e5f3 h2g2 f3d2,1205,78,93,516,crushing fork master middlegame short,https://lichess.org/kuE7B5TL#37,Sicilian_Defense Sicilian_Defense_Keres_Variation,"['crushing', 'fork', 'master', 'middlegame', 'short']"
2CN0W,4k2r/p4p1p/3qpp1b/8/2p1Q3/2N5/PPn2PPP/3K1B1R w k - 1 21,d1c2 d6d2 c2b1 d2c1,1076,76,98,1553,mate mateIn2 middlegame short,https://lichess.org/4iV5LZ17#41,,"['mate', 'mateIn2', 'middlegame', 'short']"
0mQBv,r1b2r1k/1p3Rp1/5b1p/3B2N1/5P1P/p4KP1/8/4R3 b - - 7 33,f8f7 e1e8 f7f8 e8f8,1719,75,95,14238,mate mateIn2 middlegame short,https://lichess.org/2jeXCUh0/black#66,,"['mate', 'mateIn2', 'middlegame', 'short']"
3HAYr,r5k1/pp5q/2np1p1p/8/3pQP2/1N6/PPP3PP/4R1K1 w - - 0 23,b3d4 h7e4 e1e4 d6d5 d4c6 d5e4,2007,78,90,248,advantage attraction endgame long,https://lichess.org/znAfPFXe#45,,"['advantage', 'attraction', 'endgame', 'long']"
1Vbw4,2kr3r/1p1n1p1p/B1p1ppb1/8/Q2P4/2P5/PP1R1qPP/2K4R b - - 0 19,f2f5 a4c6 c8b8 c6b7,1545,76,85,128,mate mateIn2 middlegame pin queensideAttack short,https://lichess.org/7hTHnF3z/black#38,Scandinavian_Defense Scandinavian_Defense_Main_Line,"['mate', 'mateIn2', 'middlegame', 'pin', 'queensideAttack', 'short']"
3DMVY,r4rk1/1p3p1p/p2N2p1/P1nP4/bpB2B2/4PK1P/3b1PP1/1R5R b - - 8 23,a4c2 b1b2 b4b3 c4b3 c5b3 b2c2,1576,89,86,30,advantage capturingDefender long middlegame,https://lichess.org/e0tXV4Ze/black#46,,"['advantage', 'capturingDefender', 'long', 'middlegame']"
3SftL,3r1rk1/5ppp/p1P3q1/8/5p2/2N2B1b/2P2PPP/R2Q1RK1 w - - 1 22,d1c1 h3g2 c1f4 g2f3,1597,76,85,247,crushing discoveredAttack discoveredCheck kingsideAttack middlegame short,https://lichess.org/DS5lVjpJ#43,,"['crushing', 'discoveredAttack', 'discoveredCheck', 'kingsideAttack', 'middlegame', 'short']"
0e2B7,1n2k1r1/2Q1n2p/2p4b/8/P3p3/3pP1PB/1q1P3P/5RK1 b - - 2 27,b8a6 c7d7,1273,145,69,14,mate mateIn1 middlegame oneMove,https://lichess.org/6FyoSbMh/black#54,,"['mate', 'mateIn1', 'middlegame', 'oneMove']"
1D39t,3r3k/5Q1p/5P1P/3B1q2/2P3p1/4p1P1/4P3/5K2 w - - 1 62,f1e1 f5b1,1533,80,94,2256,endgame master mate mateIn1 oneMove,https://lichess.org/1CT44zRw#123,,"['endgame', 'master', 'mate', 'mateIn1', 'oneMove']"
25kqd,8/8/1p6/5kp1/2PKp3/6PP/8/8 w - - 0 66,h3h4 g5h4 g3h4 f5f4 h4h5 e4e3 d4d3 f4f3,1668,77,92,238,crushing defensiveMove endgame pawnEndgame veryLong,https://lichess.org/QiKAxCVu#131,,"['crushing', 'defensiveMove', 'endgame', 'pawnEndgame', 'veryLong']"
4Yfc5,6k1/Q4pbp/3p1np1/6B1/8/3P3P/P4PPK/1q6 w - - 0 21,g5f6 g7f6 a7a8 g8g7,975,131,41,15,advantage defensiveMove endgame short,https://lichess.org/9vVav35j#41,,"['advantage', 'defensiveMove', 'endgame', 'short']"
3bzWD,2rr2k1/4qppp/p7/1p1Qn3/1P6/P4N2/4BPPP/2R1R1K1 b - - 0 20,d8d5 c1c8 d5d8 c8d8 e7d8 f3e5,913,93,93,536,advantage hangingPiece kingsideAttack long middlegame,https://lichess.org/TV0vOGTi/black#40,,"['advantage', 'hangingPiece', 'kingsideAttack', 'long', 'middlegame']"
3QT35,3r1k2/6pp/1Q3p2/4pP2/P1P5/3q2P1/2p2P1P/2R3K1 w - - 0 40,b6b2 d3e2 b2c2 d8d2 c2d2 e2d2,2541,95,84,55,advantage clearance endgame long,https://lichess.org/snYJIhHg#79,,"['advantage', 'clearance', 'endgame', 'long']"
0AuRk,8/1p5p/1Pkp1p2/6p1/2KP2P1/2P2P2/7P/8 b - - 0 45,c6b6 c4d5 b6c7 d5e6,1415,77,76,618,crushing endgame master masterVsMaster pawnEndgame short,https://lichess.org/c9sM9nyM/black#90,,"['crushing', 'endgame', 'master', 'masterVsMaster', 'pawnEndgame', 'short']"
4cne8,6q1/QR3p1p/3bpk2/3p4/3Pn3/4BNPP/4rPK1/8 w - - 6 35,f3e5 g8g3 g2f1 e2f2 e3f2 g3f2,1724,359,100,1,long mate mateIn3 middlegame pin,https://lichess.org/wb2nxtPy#69,,"['long', 'mate', 'mateIn3', 'middlegame', 'pin']"
3dp1K,8/7p/1P3k2/2KPp3/2N1P2p/2r5/8/8 b - - 0 45,h4h3 b6b7 c3b3 c4b6 h3h2 b7b8q,1429,76,87,501,advancedPawn crushing endgame long promotion quietMove,https://lichess.org/4pgXySo2/black#90,,"['advancedPawn', 'crushing', 'endgame', 'long', 'promotion', 'quietMove']"
3UV2q,1r4k1/R4p1p/1p1PbQp1/1Pq1p3/3pP3/2rB3P/5PP1/3R2K1 b - - 4 32,c5d6 a7f7 e6f7 f6d6,1524,75,76,802,crushing master middlegame short,https://lichess.org/fFQTF7gm/black#64,,"['crushing', 'master', 'middlegame', 'short']"
1ltOr,rn2k2r/1bq2ppp/p1pbp3/1p2N3/3PNBP1/P4Q2/1PP2P1P/R3K2R b KQkq - 0 12,c6c5 e4d6 c7d6 f3b7,1580,77,90,3161,crushing discoveredAttack middlegame short,https://lichess.org/oZRGqd05/black#24,French_Defense French_Defense_Paulsen_Variation,"['crushing', 'discoveredAttack', 'middlegame', 'short']"
109kS,r3r1k1/ppp2ppp/2nb3q/3p4/2PP4/P3PNPb/1B1NBn1P/R2QR1K1 w - - 0 15,g1f2 h6e3,1192,77,89,678,mate mateIn1 middlegame oneMove,https://lichess.org/W8UVEVIn#29,Polish_Opening Polish_Opening_Other_variations,"['mate', 'mateIn1', 'middlegame', 'oneMove']"
3Xut4,8/2Q2kpp/p7/2p2p2/P1P2n1P/5P2/1B2q3/6K1 b - - 1 43,f7g6 c7g7 g6h5 g7h7,1382,77,93,3263,deflection endgame mate mateIn2 short,https://lichess.org/gl9dOnMd/black#86,,"['deflection', 'endgame', 'mate', 'mateIn2', 'short']"
2ZZZ1,r4rk1/pp2bpp1/5n1p/8/3q2P1/2NB4/PP4PP/R2Q1R1K b - - 1 16,f6g4 d3h7 g8h7 d1d4,958,89,95,3885,crushing discoveredAttack middlegame short,https://lichess.org/kF8AbXtg/black#32,Queens_Gambit_Declined Queens_Gambit_Declined_Exchange_Variation,"['crushing', 'discoveredAttack', 'middlegame', 'short']"
0ZCnf,6k1/p4pp1/p6p/8/NP2n3/P3P3/2r3PP/3R2K1 w - - 1 23,d1d4 c2c1 d4d1 c1d1,690,82,100,92,endgame mate mateIn2 short,https://lichess.org/NofCz28M#45,,"['endgame', 'mate', 'mateIn2', 'short']"
4pvhw,r3k2r/pp2nppp/2bp2q1/8/3p4/5N2/PPP2PPP/RN1QR1K1 w kq - 0 12,f3d4 g6g2,530,94,68,188,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/kOJWgGp2#23,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit,"['kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']"
4I6HL,1K6/P5k1/8/1B6/4bp2/8/8/6n1 w - - 0 50,a7a8q e4a8 b8a8 f4f3 a8b7 g7f6,2400,78,96,299,crushing defensiveMove endgame long,https://lichess.org/KBHQ1i9K#99,,"['crushing', 'defensiveMove', 'endgame', 'long']"
0oQwf,2r2rk1/pppR1ppp/8/5N2/8/2P2R1P/Pn4P1/6K1 b - - 5 29,b2c4 f5e7 g8h8 e7c8 c4e5 d7c7 e5f3 g2f3,2098,76,92,3170,capturingDefender crushing endgame fork veryLong,https://lichess.org/UFkecKO6/black#58,,"['capturingDefender', 'crushing', 'endgame', 'fork', 'veryLong']"
0UZfV,4b3/6k1/p3p2p/1p1pP3/3P2PK/8/PP6/1B6 b - - 0 37,e8g6 b1g6 g7g6 b2b4,1574,78,93,863,bishopEndgame crushing defensiveMove endgame short zugzwang,https://lichess.org/WzhIQTBd/black#74,,"['bishopEndgame', 'crushing', 'defensiveMove', 'endgame', 'short', 'zugzwang']"
5A2Gz,8/5k2/8/3pP3/3P1P2/b1r1B3/2p1K3/2Q5 w - - 4 46,c1a1 c3e3 e2e3 c2c1q a1c1 a3c1,1718,93,64,19,advancedPawn attraction crushing endgame exposedKing long master promotion,https://lichess.org/nsmi07Oz#91,,"['advancedPawn', 'attraction', 'crushing', 'endgame', 'exposedKing', 'long', 'master', 'promotion']"
1qoZq,8/4k3/3p1b2/4PPpp/2B3P1/3K3P/8/8 b - - 0 49,h5g4 e5f6 e7f6 h3g4,1550,77,95,30238,bishopEndgame crushing endgame intermezzo master short,https://lichess.org/Oa7K7jjQ/black#98,,"['bishopEndgame', 'crushing', 'endgame', 'intermezzo', 'master', 'short']"
4P67P,8/5kp1/7p/1K3P2/4r1P1/8/8/2R5 w - - 2 58,c1g1 f7f6 b5c5 f6g5,1747,76,95,2979,crushing endgame rookEndgame short,https://lichess.org/uGQPLRBz#115,,"['crushing', 'endgame', 'rookEndgame', 'short']"
3fslP,3r2k1/1p4p1/p1nbpr2/3p1pQ1/3P2n1/2P2N2/PP3PP1/R3K2R w KQ - 2 20,g5h4 f6h6 h4d8 c6d8,1196,81,92,997,advantage master middlegame short,https://lichess.org/2dxSpKU6#39,,"['advantage', 'master', 'middlegame', 'short']"
302IG,7k/6bp/p2qBp2/3P1P2/1r1B3P/8/P5P1/3Q2K1 w - - 3 34,d4f2 d6b8 d5d6 b4b1 d1b1 b8b1,1997,77,87,139,crushing endgame long pin quietMove,https://lichess.org/z7q7Gfj6#67,,"['crushing', 'endgame', 'long', 'pin', 'quietMove']"
5F0S0,rn1qr1k1/pp3p1p/3b1p2/3NN3/3p2Q1/7P/PPP2PP1/R4RK1 b - - 1 15,g8h8 e5f7,809,97,95,1090,cornerMate kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/olyLj2Gx/black#30,French_Defense French_Defense_Exchange_Variation,"['cornerMate', 'kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']"
0sIzG,r3kb1r/1p3p1p/2n1pn2/5p2/1pNP1B2/5N2/PP3PPP/R3R1K1 b kq - 0 15,e8c8 c4b6,862,78,95,134,mate mateIn1 middlegame oneMove,https://lichess.org/jFIwKiow/black#30,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation,"['mate', 'mateIn1', 'middlegame', 'oneMove']"
409FH,r3k2r/p4p1p/2p3p1/1p1pp3/1P1bP1nP/P2P4/1P6/RNBK2NR w kq - 0 18,e4d5 g4f2 d1c2 f2h1,961,77,89,1071,advantage fork middlegame short,https://lichess.org/BGNSeEcU#35,Kings_Pawn_Game Kings_Pawn_Game_Wayward_Queen_Attack,"['advantage', 'fork', 'middlegame', 'short']"
3ypxm,2r1r1k1/2pR1pp1/1p5p/p7/P4Q2/1q4P1/5PP1/3R2K1 b - - 1 30,b3c2 f4f7 g8h8 f7g7,954,99,95,973,endgame mate mateIn2 short,https://lichess.org/efXHnZwN/black#60,,"['endgame', 'mate', 'mateIn2', 'short']"
2Uech,3r2k1/6p1/1p6/1Pp1pR2/2P1B3/3P2RK/4q3/8 b - - 2 44,d8f8 e4d5 g8h7 f5f8,1736,76,85,138,crushing deflection endgame short,https://lichess.org/jPioFYp8/black#88,,"['crushing', 'deflection', 'endgame', 'short']"
2YAn2,7k/8/5K2/p2rP3/1p1P4/2P5/PP6/8 b - - 1 45,a5a4 e5e6 d5d6 c3c4 d6d4 e6e7 d4e4 c4c5 e4e1 c5c6,2912,96,84,239,advancedPawn crushing endgame quietMove rookEndgame veryLong,https://lichess.org/1nL6V1Xx/black#90,,"['advancedPawn', 'crushing', 'endgame', 'quietMove', 'rookEndgame', 'veryLong']"
11jq8,2r4k/pp4p1/4P2p/3Q4/4p1q1/1P3bP1/P1BR3P/6K1 b - - 0 35,e4e3 d5d8 c8d8 d2d8,1218,78,85,264,endgame mate mateIn2 pillsburysMate sacrifice short,https://lichess.org/kw66hhgM/black#70,,"['endgame', 'mate', 'mateIn2', 'pillsburysMate', 'sacrifice', 'short']"
2oopS,r5k1/5ppp/7q/1bp1P3/1r3P1P/1PP3P1/2Q5/2K1R2R b - - 2 31,a8a1 c1b2 a1a8 c3b4,1618,81,70,43,crushing defensiveMove middlegame short trappedPiece,https://lichess.org/sdblradm/black#62,,"['crushing', 'defensiveMove', 'middlegame', 'short', 'trappedPiece']"
4vk5b,rn1qkb1r/pp2nppp/4p3/3pPb2/6P1/2N2N2/PP1P1P1P/R1BQKB1R b KQkq - 0 7,f5g4 d1a4 b8c6 a4g4,1404,77,89,526,advantage fork opening short,https://lichess.org/hRsrJzGo/black#14,Caro-Kann_Defense Caro-Kann_Defense_Accelerated_Panov_Attack,"['advantage', 'fork', 'opening', 'short']"
4xGi5,8/1p5p/p2pkp2/6p1/P1PPK1P1/6P1/7P/8 b - - 1 31,d6d5 c4d5 e6d7 a4a5,2270,88,91,876,crushing defensiveMove endgame pawnEndgame short,https://lichess.org/vaZLUWmj/black#62,,"['crushing', 'defensiveMove', 'endgame', 'pawnEndgame', 'short']"
1Oyw1,5r2/ppr2p1k/4p2p/3p4/6Q1/2P3RP/Pq3PPK/8 b - - 3 32,f7f5 g4g6 h7h8 g6h6 c7h7 h6f8,1223,80,94,4735,deflection endgame fork long mate mateIn3,https://lichess.org/z4CjZlmv/black#64,,"['deflection', 'endgame', 'fork', 'long', 'mate', 'mateIn3']"
3rEZn,2rr3k/1p4pp/5n1q/p3pP2/1P2N3/P3P2P/5PK1/Q2RR3 w - - 1 30,a1e5 d8e8 e4d6 e8e5 d6f7 h8g8 f7h6 g7h6,1856,75,93,1798,advantage middlegame veryLong,https://lichess.org/C99SGjHg#59,,"['advantage', 'middlegame', 'veryLong']"
41v9B,r3r1k1/5pbp/1qp1p1p1/pB2P1N1/1n1P3B/5Q1P/1P3PP1/2R3K1 b - - 0 22,c6b5 f3f7 g8h8 c1c7 b6c7 f7c7,1453,76,94,3194,crushing long middlegame quietMove,https://lichess.org/CNWhQ4TJ/black#44,,"['crushing', 'long', 'middlegame', 'quietMove']"
0RcKJ,8/8/p2r2p1/1p6/1P2kpK1/1P6/7P/4R3 b - - 5 46,e4d3 e1d1 d3c3 d1d6,858,89,87,677,crushing endgame rookEndgame short skewer,https://lichess.org/u4riE3F3/black#92,,"['crushing', 'endgame', 'rookEndgame', 'short', 'skewer']"
0uW7d,2k4r/pp3p2/3qp3/3P4/5n1r/1P3Q1P/P2N1PP1/R4RK1 w - - 3 25,d2c4 f4h3 g2h3 h8g8,2058,81,90,401,crushing kingsideAttack middlegame sacrifice short,https://lichess.org/CllOdw2j#49,,"['crushing', 'kingsideAttack', 'middlegame', 'sacrifice', 'short']"
1NW4p,r3kb1r/1b1ppppp/p1n5/P3P3/R1q5/2N2N2/1PQB1PPP/4K2R b Kkq - 5 15,c6b4 a4b4 c4b4 c3d5 b7d5 d2b4,1604,84,38,138,attraction crushing discoveredAttack long middlegame sacrifice,https://lichess.org/DI4hH0nh/black#30,Alekhine_Defense Alekhine_Defense_OSullivan_Gambit,"['attraction', 'crushing', 'discoveredAttack', 'long', 'middlegame', 'sacrifice']"
42kgq,4k3/1R4K1/7p/4P1p1/8/3r4/8/8 b - - 0 56,d3d7 b7d7 e8d7 g7f7 g5g4 e5e6 d7d6 e6e7,1687,76,100,785,advancedPawn crushing endgame exposedKing rookEndgame veryLong,https://lichess.org/4OT76epg/black#112,,"['advancedPawn', 'crushing', 'endgame', 'exposedKing', 'rookEndgame', 'veryLong']"
20nyc,8/1kr5/1p2p2p/2r2bp1/1R1p4/2P1q3/1PBR2PP/2KQ4 w - - 0 39,c2f5 d4c3 f5e4 b7c8 b2c3 e3c3 e4c2 c3b4,2474,81,85,71,crushing fork middlegame veryLong,https://lichess.org/aJrS6mms#77,,"['crushing', 'fork', 'middlegame', 'veryLong']"
0ZCoT,8/6b1/4k2p/1p1p1p1P/pP3B2/P1PK1P2/8/8 b - - 6 48,g7f8 d3d4 f8g7 d4c5,1341,82,94,820,advantage bishopEndgame defensiveMove endgame master masterVsMaster short,https://lichess.org/8OACsmwB/black#96,,"['advantage', 'bishopEndgame', 'defensiveMove', 'endgame', 'master', 'masterVsMaster', 'short']"
1D60X,r1b3k1/p6p/2p1p3/1pPpPp2/1P1B3q/P4P2/2BQK1r1/R6R w - - 1 30,e2e3 h4g5 f3f4 g5g3,1969,79,91,2028,mate mateIn2 middlegame short,https://lichess.org/ARSU3mHZ#59,,"['mate', 'mateIn2', 'middlegame', 'short']"
10RRx,8/8/2p4B/4kp2/2P3pp/K7/8/3B4 w - - 1 42,a3b4 h4h3 d1a4 f5f4 a4c6 f4f3,2469,98,89,262,advantage bishopEndgame endgame long quietMove,https://lichess.org/jh2m7cjh#83,,"['advantage', 'bishopEndgame', 'endgame', 'long', 'quietMove']"
20dp5,2kr1r2/pp4pp/1qnnb3/1Bp1p3/P7/2P4P/1P1N1PQ1/R1B1K2R b KQ - 1 18,e6d5 g2d5 d6b5 d5e6 c8b8 a4b5,1843,76,85,1173,advantage intermezzo long middlegame queensideAttack,https://lichess.org/EVfQ1VzQ/black#36,Sicilian_Defense Sicilian_Defense_Other_variations,"['advantage', 'intermezzo', 'long', 'middlegame', 'queensideAttack']"
20Ozl,8/3k4/5p1p/1pK1pP2/pP4P1/P7/8/8 b - - 6 68,d7c7 c5b5 e5e4 b5c4,1482,76,100,195,crushing defensiveMove endgame pawnEndgame short,https://lichess.org/0tX5YO6J/black#136,,"['crushing', 'defensiveMove', 'endgame', 'pawnEndgame', 'short']"
2lHmG,r4rk1/2R1Bpbp/4p1p1/1q6/p2P4/4PQ2/5PPP/2R3K1 b - - 3 21,f8e8 e7d8 e8f8 f3a8,2733,97,91,1808,crushing interference middlegame quietMove short,https://lichess.org/iECLPVfd/black#42,,"['crushing', 'interference', 'middlegame', 'quietMove', 'short']"
3Zdjn,3r4/2prk3/5pp1/p3p1Q1/P1P1P3/1Pq2P2/2P3R1/1K4R1 w - - 0 36,g5g6 d7d1 g1d1 d8d1 b1a2 d1a1,1012,84,92,331,endgame killBoxMate long mate mateIn3 queensideAttack,https://lichess.org/Pta1XRAf#71,,"['endgame', 'killBoxMate', 'long', 'mate', 'mateIn3', 'queensideAttack']"
4H6Lq,r2q2k1/4b1Pp/p2pb1R1/1p2p3/2n1P3/1NN1Br2/PPPQ4/2K4R w - - 1 21,d2h2 f3h3 h2h3 e6h3,1906,74,88,162,crushing fork middlegame short,https://lichess.org/eJh47hk9#41,,"['crushing', 'fork', 'middlegame', 'short']"
1ewC0,5k2/8/bn2p2p/p2pP2N/1p1P1P2/5Q2/P1q2KP1/7R w - - 1 34,f2g3 a6e2 f3b3 c2g6 g3f2 e2h5,1891,74,87,79,advantage endgame long,https://lichess.org/hTswKAFQ#67,,"['advantage', 'endgame', 'long']"
46wh6,1r3Nkr/1b1Q3p/p1np1p2/q3p3/Np6/8/PPP3PP/R1B3K1 b - - 0 19,a5d8 d7e6 g8g7 c1h6 g7h6 e6h3 h6g7 f8e6 g7f7 e6d8,2203,77,87,206,advantage attraction fork middlegame sacrifice veryLong,https://lichess.org/94tgs0qP/black#38,,"['advantage', 'attraction', 'fork', 'middlegame', 'sacrifice', 'veryLong']"
21kdm,6k1/1Q5p/3R4/8/8/4pp2/2n4P/4K3 w - - 4 44,e1f1 e3e2 f1f2 e2e1q f2f3 e1h1,1606,76,95,9329,advancedPawn crushing endgame exposedKing long promotion,https://lichess.org/W3DIBdqV#87,,"['advancedPawn', 'crushing', 'endgame', 'exposedKing', 'long', 'promotion']"
2UZHT,4r3/2q1rpk1/1pp3p1/p2p1pb1/P1P5/1B1R1Q1P/1P3PP1/3R2K1 w - - 0 31,c4d5 e7e1 d1e1 e8e1,880,76,100,90,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/HKVwHb3a#61,,"['kingsideAttack', 'mate', 'mateIn2', 'middlegame', 'short']"
2aTSB,5rk1/3b2pp/R1p5/2bpP3/1p1N4/4B3/1PP3PP/6K1 w - - 4 24,e3f2 f8f2 g1f2 c5d4,1515,75,83,596,attraction capturingDefender crushing endgame short,https://lichess.org/C8Q5wkRZ#47,,"['attraction', 'capturingDefender', 'crushing', 'endgame', 'short']"
3ZSuv,r1b2r1k/6pp/p3pb2/qpQ2p2/8/P3B3/BP3PPP/3R1RK1 b - - 0 23,f6b2 c5f8,731,80,91,258,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/BZ0rG361/black#46,,"['hangingPiece', 'kingsideAttack', 'mate', 'mateIn1', 'middlegame', 'oneMove']"
4IUol,r6r/1p1Pkppp/3qb3/1pp3N1/8/8/PP3PPP/R2QR1K1 w - - 2 20,g5f7 d6d1 a1d1 e7f7,1372,75,80,237,advantage intermezzo middlegame short,https://lichess.org/m24iD9lT#39,,"['advantage', 'intermezzo', 'middlegame', 'short']"
1fMrW,3r2k1/pp3q1p/b1pP2p1/2n5/7N/P5P1/6BP/3QR1K1 b - - 0 29,f7d7 e1e7 d7e7 g2d5 e7e6 d5e6,2570,78,76,367,advantage long middlegame sacrifice,https://lichess.org/Mg9DXhGt/black#58,,"['advantage', 'long', 'middlegame', 'sacrifice']"
27vnX,5rk1/6p1/4p1N1/1p4p1/8/6K1/6PP/8 b - - 1 34,f8c8 g6e7 g8f7 e7c8,538,98,84,635,advantage endgame fork short,https://lichess.org/zDP2mOOi/black#68,,"['advantage', 'endgame', 'fork', 'short']"
30m1K,r2q3k/p1pb2p1/3p2rp/2p1P1n1/6Q1/1PPB1P2/PN4PP/3R1RK1 w - - 1 24,g4h5 g5h3 h5h3 d7h3,1566,75,92,1197,advantage kingsideAttack middlegame pin short,https://lichess.org/8aUu1ENY#47,,"['advantage', 'kingsideAttack', 'middlegame', 'pin', 'short']"
1h8LS,3q3k/pb3Q1p/4P1p1/8/1p6/1P1r4/P4RPP/6K1 w - - 2 29,f7b7 d3d1 f2f1 d8d4 g1h1 d1f1,1268,83,92,3429,backRankMate deflection endgame long mate mateIn3,https://lichess.org/Xc2yVGsI#57,,"['backRankMate', 'deflection', 'endgame', 'long', 'mate', 'mateIn3']"
1BF1e,8/8/2P5/3R4/2rpk3/6pK/6P1/8 w - - 1 47,d5g5 c4c6 h3g3 c6f6 g5g7 d4d3,2740,100,84,277,crushing endgame long quietMove rookEndgame,https://lichess.org/UgNkgWhU#93,,"['crushing', 'endgame', 'long', 'quietMove', 'rookEndgame']"
1Bq0A,6r1/1R3p1k/p2p3p/8/PP2P3/1B4r1/8/5RK1 w - - 0 30,g1h1 g3h3,1037,130,83,23,endgame mate mateIn1 oneMove,https://lichess.org/me7m2G4c#59,,"['endgame', 'mate', 'mateIn1', 'oneMove']"
2A3tm,5r1k/7p/3p3q/4pr2/p1P5/Pp3PR1/1P3Q1P/6RK b - - 1 33,e5e4 f2g2 h6e6 g3g7 f5h5 f3f4 e4e3 f4f5,2761,98,91,1384,crushing endgame quietMove veryLong,https://lichess.org/BP1ryxqc/black#66,,"['crushing', 'endgame', 'quietMove', 'veryLong']"
1uAVR,8/6k1/6p1/5p1p/5P2/2K3PP/8/8 b - - 0 40,g7f7 c3d4 f7e6 d4c5 e6d7 c5d5,1975,75,94,3250,crushing defensiveMove endgame long pawnEndgame zugzwang,https://lichess.org/aF7Qw1rl/black#80,,"['crushing', 'defensiveMove', 'endgame', 'long', 'pawnEndgame', 'zugzwang']"
1ogON,r2r2k1/5ppp/1pQN2qb/2p1P3/5P2/pP1P2P1/P6P/1K1R4 b - - 2 30,d8c8 d6c8 g6c6 c8e7 g8f8 e7c6 a8c8 c6a7,1616,77,94,6034,advantage fork middlegame sacrifice veryLong,https://lichess.org/5PoChiBl/black#60,,"['advantage', 'fork', 'middlegame', 'sacrifice', 'veryLong']"
4I4vI,4k3/p1q3r1/2pb4/2p4r/4p3/2N1B1Pp/PPPR1PbK/4Q1R1 w - - 8 26,e1e2 d6g3 f2g3 c7g3,1054,79,90,526,mate mateIn2 middlegame short,https://lichess.org/U4RtIwCV#51,,"['mate', 'mateIn2', 'middlegame', 'short']"
3zDa0,r2q3k/1p4pp/p2b4/8/3Q1n2/2PB1pPb/PP3P1P/RN2R1K1 w - - 0 20,d3e4 f4e2 e1e2 f3e2 b1d2 d6c5,1884,82,66,60,advancedPawn advantage fork long middlegame,https://lichess.org/2pSlQ9f7#39,,"['advancedPawn', 'advantage', 'fork', 'long', 'middlegame']"
4bJOB,1rq1n1k1/3b1pbp/3p2p1/3Pr3/p1P5/3PB1PP/1P1QN1BK/1R3R2 w - - 0 27,e3d4 e5e2 d2e2 g7d4,1325,78,90,4714,advantage capturingDefender discoveredAttack middlegame short,https://lichess.org/SWpCF8ac#53,,"['advantage', 'capturingDefender', 'discoveredAttack', 'middlegame', 'short']"
2Nier,6k1/6p1/RPK1p3/7p/4P3/8/8/1r6 b - - 1 39,h5h4 b6b7 b1b7 c6b7,1768,82,31,45,advancedPawn crushing endgame rookEndgame short,https://lichess.org/xDe2EW54/black#78,,"['advancedPawn', 'crushing', 'endgame', 'rookEndgame', 'short']"
1npgy,1r4k1/p4rpp/4Q1p1/2p5/3qN1P1/PK1P3P/1PP2b2/R4R2 w - - 8 28,b3a2 d4b2,450,99,94,202,epauletteMate mate mateIn1 middlegame oneMove,https://lichess.org/YFqpxMHm#55,,"['epauletteMate', 'mate', 'mateIn1', 'middlegame', 'oneMove']"
4QmS5,4k3/pp3p2/4p1p1/4Pr2/2P5/8/PQ4PP/3R1q1K w - - 7 32,d1f1 f5f1,745,120,83,30,backRankMate endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/ikNYlYbv#63,,"['backRankMate', 'endgame', 'mate', 'mateIn1', 'oneMove', 'queenRookEndgame']"
4P35e,3r1nk1/p6p/1p2pp2/2p5/2P1BP2/1P6/P4qPP/5R1K w - - 0 27,f1f2 d8d1 f2f1 d1f1,603,86,100,64,backRankMate endgame mate mateIn2 short,https://lichess.org/kFRBDwep#53,,"['backRankMate', 'endgame', 'mate', 'mateIn2', 'short']"
4JMpJ,5rk1/5ppp/pp2P3/2pB3q/2P3bb/N2P2R1/PP6/R3Q1K1 b - - 0 25,h4g3 e6f7 g8h8 e1g3,1801,74,70,1177,advancedPawn crushing intermezzo middlegame short,https://lichess.org/qdl47VCe/black#50,,"['advancedPawn', 'crushing', 'intermezzo', 'middlegame', 'short']"
3lh9r,rnbq1rk1/pp2ppbp/2p2np1/6N1/2B1N2Q/8/PPPP1PPP/R1B1K2R b KQ - 0 8,f6e4 h4h7,1307,83,67,114,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/QHmvEPZf/black#16,Caro-Kann_Defense Caro-Kann_Defense_Other_variations,"['kingsideAttack', 'mate', 'mateIn1', 'oneMove', 'opening']"
